Facility Name,Facility Name Normalized,Changed,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score,VlookupMatch
Madison Village Manor,MADISON VILLAGE MANOR,,,20201104,OH,LAKE,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING BRECKENRIDGE VILLAGE SNF,86,False
Maple Ridge Senior Living,MAPLE RIDGE SENIOR LIVING,,,20201104,OH,LAKE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENTOR RIDGE HEALTH AND REHABILITATION CENTER,86,False
Mentor Ridge Health and Rehabilitation Center,MENTOR RIDGE HEALTH AND REHABILITATION CENTER,,MENTOR RIDGE HEALTH AND REHABILITATION CENTER,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENTOR RIDGE HEALTH AND REHABILITATION CENTER,100,True
Ohio Living Breckenridge Village Assisted Living,OHIO LIVING BRECKENRIDGE VILLAGE ASSISTED LIVING,,,20201022,OH,LAKE,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING BRECKENRIDGE VILLAGE SNF,89,False
Ohio Living Breckenridge Village SNF,OHIO LIVING BRECKENRIDGE VILLAGE SNF,,OHIO LIVING BRECKENRIDGE VILLAGE SNF,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING BRECKENRIDGE VILLAGE SNF,100,True
Salida Woods,SALIDA WOODS,,,20201104,OH,LAKE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOMESTEAD II,33,False
Tapestry Senior Living Wickliffe,TAPESTRY SENIOR LIVING WICKLIFFE,,,20201104,OH,LAKE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WICKLIFFE COUNTRY PLACE,53,False
The Enclave of Newell Creek,THE ENCLAVE OF NEWELL CREEK,,,20201104,OH,LAKE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WICKLIFFE COUNTRY PLACE,42,False
Vista Springs Quail Highlands,VISTA SPRINGS QUAIL HIGHLANDS,,,20201104,OH,LAKE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOMESTEAD II,38,False
Wickliffe Country Place,WICKLIFFE COUNTRY PLACE,,WICKLIFFE COUNTRY PLACE,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WICKLIFFE COUNTRY PLACE,100,True
Close to Home,CLOSE TO HOME,,,20201022,OH,LAWRENCE,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL CARE OF COAL GROVE,41,False
Harbor Health Care,HARBOR HEALTH CARE OF IRONTON,,HARBOR HEALTH CARE OF IRONTON,20201104,OH,LAWRENCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARBOR HEALTH CARE OF IRONTON,100,True
Heartland of Riverview,HEARTLAND OF RIVERVIEW,,HEARTLAND OF RIVERVIEW,20201104,OH,LAWRENCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF RIVERVIEW,100,True
River Run of Coal Grove,RIVER RUN OF COAL GROVE,,,20201104,OH,LAWRENCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL CARE OF COAL GROVE,69,False
Wyngate at Riversedge,WYNGATE AT RIVERSEDGE,,,20201104,OH,LAWRENCE,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANCTUARY AT OHIO VALLEY,40,False
Altercare North,ALTERCARE NEWARK NORTH,x,ALTERCARE NEWARK NORTH,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE NEWARK NORTH,100,True
Arlington Care Center,ARLINGTON CARE CENTER,,ARLINGTON CARE CENTER,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARLINGTON CARE CENTER,100,True
Chapel Grove,CHAPEL GROVE,,,20201104,OH,LICKING,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENDAL AT GRANVILLE,45,False
Chestnut House,CHESTNUT HOUSE,,,20201022,OH,LICKING,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATASKALA OAKS CARE CENTER,43,False
Flint Ridge,FLINT RIDGE NURSING AND REHABILITATION CENTER,x,FLINT RIDGE NURSING AND REHABILITATION CENTER,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLINT RIDGE NURSING AND REHABILITATION CENTER,100,True
Kendal at Granville,KENDAL AT GRANVILLE,,KENDAL AT GRANVILLE,20201104,OH,LICKING,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENDAL AT GRANVILLE,100,True
Laurels of Heath,LAURELS OF HEATH,,,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LAURELS OF HEATH,95,False
Middleton Senior Living,MIDDLETON SENIOR LIVING,,,20201104,OH,LICKING,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWARK CARE AND REHABILITATION - SKILLED NURSING,44,False
Newark Care and Rehabilitation - Skilled Nursing,NEWARK CARE AND REHABILITATION - SKILLED NURSING,,NEWARK CARE AND REHABILITATION - SKILLED NURSING,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWARK CARE AND REHABILITATION - SKILLED NURSING,100,True
Pataskala Oaks Care Center,PATASKALA OAKS CARE CENTER,,PATASKALA OAKS CARE CENTER,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATASKALA OAKS CARE CENTER,100,True
Tuscany Gardens - Nursing Home,TUSCANY GARDENS - NURSING HOME,,TUSCANY GARDENS - NURSING HOME,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUSCANY GARDENS - NURSING HOME,100,True
Green Hills,GREEN HILLS COMMUNITY CENTER,x,GREEN HILLS COMMUNITY CENTER,20201104,OH,LOGAN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN HILLS COMMUNITY CENTER,100,True
Logan Acres,LOGAN ACRES,,LOGAN ACRES,20201104,OH,LOGAN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGAN ACRES,100,True
1907 at Central School,1907 AT CENTRAL SCHOOL,,,20201022,OH,LORAIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENDAL AT OBERLIN,48,False
Anchor Lodge,ANCHOR LODGE NURSING HOME,,ANCHOR LODGE NURSING HOME,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANCHOR LODGE NURSING HOME,100,True
Autumn Aegis,AUTUMN AEGIS NURSING HOME,,AUTUMN AEGIS NURSING HOME,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTUMN AEGIS NURSING HOME,100,True
Avenue at North Ridgeville,AVENUE AT NORTH RIDGEVILLE,,AVENUE AT NORTH RIDGEVILLE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVENUE AT NORTH RIDGEVILLE,100,True
Avon Oaks,AVON OAKS NURSING HOME,,AVON OAKS NURSING HOME,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVON OAKS NURSING HOME,100,True
Avon Place,AVON PLACE,,AVON PLACE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVON PLACE,100,True
Independence Village,INDEPENDENCE VILLAGE,,,20201104,OH,LORAIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESLEYAN VILLAGE,61,False
Kendal at Oberlin,KENDAL AT OBERLIN,,KENDAL AT OBERLIN,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENDAL AT OBERLIN,100,True
Keystone Pointe,KEYSTONE POINTE HEALTH AND REHABILITATION,,KEYSTONE POINTE HEALTH AND REHABILITATION,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEYSTONE POINTE HEALTH AND REHABILITATION,100,True
Lake Pointe Health Center,LAKE POINTE HEALTH CENTER,,LAKE POINTE HEALTH CENTER,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE POINTE HEALTH CENTER,100,True
Life Care Center of Elyria,LIFE CARE CENTER OF ELYRIA,,LIFE CARE CENTER OF ELYRIA,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIFE CARE CENTER OF ELYRIA,100,True
Main Street Care Center,MAIN STREET CARE CENTER,,MAIN STREET CARE CENTER,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN STREET CARE CENTER,100,True
Northridge Skilled Nursing and Rehab,NORTHRIDGE SKILLED NURSING AND REHABILITATION,,NORTHRIDGE SKILLED NURSING AND REHABILITATION,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORTHRIDGE SKILLED NURSING AND REHABILITATION,100,True
O'Neill Healthcare North Ridgeville,O'NEILL HEALTHCARE NORTH RIDGEVILLE,,O'NEILL HEALTHCARE NORTH RIDGEVILLE,20201022,OH,LORAIN,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'NEILL HEALTHCARE NORTH RIDGEVILLE,100,True
O'Neill North Ridgeville,O'NEILL NORTH RIDGEVILLE,,,20201104,OH,LORAIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELMS RETIREMENT VILLAGE,51,False
Oak Hills,OAK HILLS SKILLED NURSING AND REHABILITATION CENTER,x,OAK HILLS SKILLED NURSING AND REHABILITATION CENTER,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK HILLS SKILLED NURSING AND REHABILITATION CENTER,100,True
Our Lady of the Wayside,OUR LADY OF THE WAYSIDE,,,20201104,OH,LORAIN,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST MARY OF THE WOODS,60,False
St Mary of the Woods,ST MARY OF THE WOODS,,ST MARY OF THE WOODS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST MARY OF THE WOODS,100,True
Villa Camillus,VILLA CAMILLUS,,VILLA CAMILLUS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA CAMILLUS,100,True
Welcome Nursing Home,WELCOME NURSING HOME,,WELCOME NURSING HOME,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WELCOME NURSING HOME,100,True
Wesleyan Village,WESLEYAN VILLAGE,,WESLEYAN VILLAGE,20201104,OH,LORAIN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESLEYAN VILLAGE,100,True
Woods on French Creek,WOODS ON FRENCH CREEK NURSING AND REHABILITATION CENTER,x,WOODS ON FRENCH CREEK NURSING AND REHABILITATION CENTER,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODS ON FRENCH CREEK NURSING AND REHABILITATION CENTER,100,True
Addison Heights Health and Rehab,ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,,ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,100,True
Advanced Health Care,ADVANCED HEALTH CARE CENTER,,ADVANCED HEALTH CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED HEALTH CARE CENTER,100,True
Anne Grady,ANNE GRADY,,,20201022,OH,LUCAS,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GARDENS OF ST FRANCIS,51,False
Arbors at Oregon,ARBORS AT OREGON,,ARBORS AT OREGON,20201022,OH,LUCAS,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT OREGON,100,True
Arbors at Sylvania,ARBORS AT SYLVANIA,,ARBORS AT SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT SYLVANIA,100,True
Bittersweet Farms,BITTERSWEET FARMS,,,20201022,OH,LUCAS,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATERVILLE HEALTH CARE,46,False
Blue Creek Health Care,WHITEHOUSE COUNTRY MANOR,x,WHITEHOUSE COUNTRY MANOR,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITEHOUSE COUNTRY MANOR,100,True
Charters Senior Living of Oak Openings,CHARTERS SENIOR LIVING OF OAK OPENINGS,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKES OF SYLVANIA,86,False
Concord Care Center,CONCORD CARE CENTER OF TOLEDO,,CONCORD CARE CENTER OF TOLEDO,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONCORD CARE CENTER OF TOLEDO,100,True
Continuing Health Care,CONTINUING HEALTHCARE OF TOLEDO,,CONTINUING HEALTHCARE OF TOLEDO,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINUING HEALTHCARE OF TOLEDO,100,True
Divine Rehabilitation and Nursing at Sylvania,DIVINE REHABILITATION AND NURSING AT SYLVANIA,,DIVINE REHABILITATION AND NURSING AT SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVINE REHABILITATION AND NURSING AT SYLVANIA,100,True
Elizabeth Scott,ELIZABETH SCOTT,,ELIZABETH SCOTT,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIZABETH SCOTT,100,True
Foundation Park Alzheimer's Care Center,FOUNDATION PARK ALZHEIMER'S CARE CENTER,,FOUNDATION PARK ALZHEIMER'S CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOUNDATION PARK ALZHEIMER'S CARE CENTER,100,True
Franciscan Care Center,FRANCISCAN CARE CENTER SYLVANIA,,FRANCISCAN CARE CENTER SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRANCISCAN CARE CENTER SYLVANIA,100,True
Genacross Lutheran Services - Wolf Creek,GENACROSS LUTHERAN SERVICES - WOLF CREEK,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN HOME AT TOLEDO,86,False
Genacross Lutheran Services- Toledo Campus,GENACROSS LUTHERAN SERVICES- TOLEDO CAMPUS,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN HOME AT TOLEDO,86,False
Heartland of ProMedica,HEARTLAND AT PROMEDICA FLOWER HOSPITAL CAMPUS,x,HEARTLAND AT PROMEDICA FLOWER HOSPITAL CAMPUS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND AT PROMEDICA FLOWER HOSPITAL CAMPUS,100,True
Heatherdowns Rehab and Residential,HEATHERDOWNS REHABILITATION AND RESIDENTIALAL CENTER,x,HEATHERDOWNS REHABILITATION AND RESIDENTIALAL CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEATHERDOWNS REHABILITATION AND RESIDENTIALAL CENTER,100,True
Heritage Village of Waterville,HERITAGE VILLAGE OF WATERVILLE,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKES OF SYLVANIA,86,False
Kingston Care Center,KINGSTON CARE CENTER OF SYLVANIA,x,KINGSTON CARE CENTER OF SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KINGSTON CARE CENTER OF SYLVANIA,100,True
Kingston Residence of Sylvania,KINGSTON RESIDENCE OF SYLVANIA,,,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKES OF SYLVANIA,86,False
Lakes of Monclova,LAKES OF MONCLOVA HEALTH CAMPUS,,LAKES OF MONCLOVA HEALTH CAMPUS,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKES OF MONCLOVA HEALTH CAMPUS,100,True
Lakes of Sylvania,LAKES OF SYLVANIA,,LAKES OF SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKES OF SYLVANIA,100,True
Landings of Oregon,LANDINGS OF OREGON,,,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE OF WATERVILLE,86,False
Laurels of Toledo,LAURELS OF TOLEDO,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF TOLEDO SKILLED NURSING AND REHABILITATI,90,False
Merit House,MERIT HOUSE,,MERIT HOUSE,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERIT HOUSE,100,True
Northwest Ohio Developmental Center,NORTHWEST OHIO DEVELOPMENTAL CENTER,,,20201104,OH,LUCAS,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING SWAN CREEK,86,False
Oakleaf Village- The Grove,OAKLEAF VILLAGE- THE GROVE,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN VILLAGE AT WOLFCREEK,58,False
Orchard Villa,ORCHARD VILLA,,ORCHARD VILLA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORCHARD VILLA,100,True
Oregon Health Care,OREGON HEALTH CARE,,OREGON HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OREGON HEALTH CARE,100,True
Otterbein Monclova,OTTERBEIN MONCLOVA,,OTTERBEIN MONCLOVA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTERBEIN MONCLOVA,100,True
Park Terrace Nursing and Rehabilitation,PARK TERRACE NURSING AND REHABILITATION CENTER,,PARK TERRACE NURSING AND REHABILITATION CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARK TERRACE NURSING AND REHABILITATION CENTER,100,True
Parkcliffe Community Toledo,PARKCLIFFE COMMUNITY TOLEDO,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF TOLEDO SKILLED NURSING AND REHABILITATI,86,False
ProMedica Goerlich Center,PROMEDICA GOERLICH CENTER,,PROMEDICA GOERLICH CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROMEDICA GOERLICH CENTER,100,True
Ridgewood Manor,RIDGEWOOD MANOR,,RIDGEWOOD MANOR,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIDGEWOOD MANOR,100,True
Rosary Care Center,ROSARY CARE CENTER,,ROSARY CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSARY CARE CENTER,100,True
Skilled Point Place Care,SKLD POINT PLACE ILLUMINATE HEALTH CARE POINT PLACE,x,SKLD POINT PLACE ILLUMINATE HEALTH CARE POINT PLACE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKLD POINT PLACE ILLUMINATE HEALTH CARE POINT PLACE,100,True
Spring Meadows a Villa Center,SPRING MEADOWS NURSING AND REHABILITATION CENTRE,,SPRING MEADOWS NURSING AND REHABILITATION CENTRE,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRING MEADOWS NURSING AND REHABILITATION CENTRE,100,True
Sunset House,SUNSET HOUSE,,SUNSET HOUSE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNSET HOUSE,100,True
Sunset Village-Sylvania Campus,SUNSET VILLAGE - SYLVANIA CAMPUS,,SUNSET VILLAGE - SYLVANIA CAMPUS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNSET VILLAGE - SYLVANIA CAMPUS,100,True
Sunshine Children's Home,SUNSHINE CHILDREN'S HOME,,,20201104,OH,LUCAS,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URSULINE CENTER,51,False
Swan Creek Independent Living,SWAN CREEK INDEPENDENT LIVING,,,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING SWAN CREEK,83,False
The Gardens of St Francis,THE GARDENS OF ST FRANCIS,x,THE GARDENS OF ST FRANCIS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GARDENS OF ST FRANCIS,100,True
The Glendale Assisted Living,THE GLENDALE ASSISTED LIVING,,,20201104,OH,LUCAS,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN VILLAGE AT WOLFCREEK,42,False
Toledo Health Care,TOLEDO HEALTH CARE,,TOLEDO HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOLEDO HEALTH CARE,100,True
Ursuline Center,URSULINE CENTER,,URSULINE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URSULINE CENTER,100,True
Waterville Health Care,WATERVILLE HEALTH CARE,,WATERVILLE HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATERVILLE HEALTH CARE,100,True
Arbors-West Jefferson,ARBORS AT WEST JEFFERSON,,ARBORS AT WEST JEFFERSON,20201104,OH,MADISON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT WEST JEFFERSON,100,True
Bluebird Retirement Community,BLUEBIRD RETIREMENT COMMUNITY,,,20201022,OH,MADISON,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONDON HEALTH AND REHABILITATION CENTER,38,False
Bluebird retirement home,BLUEBIRD RETIREMENT HOME,,,20201104,OH,MADISON,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONDON HEALTH AND REHABILITATION CENTER,38,False
Edgewater Place,EDGEWATER PLACE,,,20201104,OH,MADISON,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONDON HEALTH AND REHABILITATION CENTER,40,False
London Health and Rehab,LONDON HEALTH AND REHABILITATION CENTER,,LONDON HEALTH AND REHABILITATION CENTER,20201104,OH,MADISON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONDON HEALTH AND REHABILITATION CENTER,100,True
Sister,SISTER,,,20201104,OH,MADISON,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
Sisters,SISTERS,,,20201022,OH,MADISON,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
Antonine Village,ANTONINE VILLAGE,,,20201104,OH,MAHONING,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSUMPTION VILLAGE,71,False
