Facility Name,Facility Name Normalized,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Anthology of Rochester Hills,ANTHOLOGY OF ROCHESTER HILLS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Anthology of Troy,ANTHOLOGY OF TROY,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Anthology of Troy,ANTHOLOGY OF TROY,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Arden Courts of Bingham Farms,ARDEN COURTS OF BINGHAM FARMS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE MANOR OF NOVI,86
Arden Courts of Bingham Farms,ARDEN COURTS OF BINGHAM FARMS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE MANOR OF NOVI,86
Autumn Ridge of Clarkston 1,AUTUMN RIDGE OF CLARKSTON 1,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Autumn Ridge of Clarkston 1,AUTUMN RIDGE OF CLARKSTON 1,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Autumn Ridge of Clarkston 2,AUTUMN RIDGE OF CLARKSTON 2,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Autumn Ridge of Clarkston 2,AUTUMN RIDGE OF CLARKSTON 2,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Autumn Ridge of Clarkston HFA,AUTUMN RIDGE OF CLARKSTON HFA,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE MANOR OF NOVI,86
Autumn Ridge of Clarkston HFA,AUTUMN RIDGE OF CLARKSTON HFA,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE MANOR OF NOVI,86
Beaumont Rehab & Continuing Care Farming,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,100
Beaumont Rehab & Continuing Care Farming,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,100
Beehive Homes of Oxford,BEEHIVE HOMES OF OXFORD,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Beehive Homes of Oxford,BEEHIVE HOMES OF OXFORD,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Bellbrook - Rochester Hills,BELLBROOK - ROCHESTER HILLS,BELLBROOK - ROCHESTER HILLS,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLBROOK - ROCHESTER HILLS,100
Bellbrook - Rochester Hills,BELLBROOK - ROCHESTER HILLS,BELLBROOK - ROCHESTER HILLS,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLBROOK - ROCHESTER HILLS,100
Belmar Oakland,BELMAR OAKLAND,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - OAKLAND,86
Belmar Oakland,BELMAR OAKLAND,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - OAKLAND,86
Bloomfield Orchard Villa,BLOOMFIELD ORCHARD VILLA,BLOOMFIELD ORCHARD VILLA,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOOMFIELD ORCHARD VILLA,100
Bloomfield Orchard Villa,BLOOMFIELD ORCHARD VILLA,BLOOMFIELD ORCHARD VILLA,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOOMFIELD ORCHARD VILLA,100
Blossom Ridge,BLOSSOM RIDGE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST BLOOMFIELD NURSING CENTER,53
Blossom Ridge,BLOSSOM RIDGE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST BLOOMFIELD NURSING CENTER,53
Brookdale Farmington Hills North I,BROOKDALE FARMINGTON HILLS NORTH I,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Brookdale Farmington Hills North I,BROOKDALE FARMINGTON HILLS NORTH I,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Brookdale Farmington Hills North II,BROOKDALE FARMINGTON HILLS NORTH II,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Brookdale Farmington Hills North II,BROOKDALE FARMINGTON HILLS NORTH II,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Brookdale Troy AL,BROOKDALE TROY AL,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLBROOK - ROCHESTER HILLS,50
Brookdale Troy AL,BROOKDALE TROY AL,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLBROOK - ROCHESTER HILLS,50
Brookdale of Troy MC,BROOKDALE OF TROY MC,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Brookdale of Troy MC,BROOKDALE OF TROY MC,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
CLC House 2,CLC HOUSE 2,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOURDES REHABILITATION AND HEALTHCARE CENTER,47
CLC House 2,CLC HOUSE 2,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOURDES REHABILITATION AND HEALTHCARE CENTER,47
CLC Mary Wagner House,CLC MARY WAGNER HOUSE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGENCY AT WATERFORD,44
CLC Mary Wagner House,CLC MARY WAGNER HOUSE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGENCY AT WATERFORD,44
Cambrian Senior Living,CAMBRIAN SENIOR LIVING,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,86
Cambrian Senior Living,CAMBRIAN SENIOR LIVING,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,86
Cambridge East Healthcare Center,CAMBRIDGE EAST HEALTHCARE CENTER,CAMBRIDGE EAST HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMBRIDGE EAST HEALTHCARE CENTER,100
Cambridge East Healthcare Center,CAMBRIDGE EAST HEALTHCARE CENTER,CAMBRIDGE EAST HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMBRIDGE EAST HEALTHCARE CENTER,100
Cambridge North Healthcare Center ,CAMBRIDGE NORTH HEALTHCARE CENTER,CAMBRIDGE NORTH HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMBRIDGE NORTH HEALTHCARE CENTER,100
Cambridge North Healthcare Center ,CAMBRIDGE NORTH HEALTHCARE CENTER,CAMBRIDGE NORTH HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMBRIDGE NORTH HEALTHCARE CENTER,100
Cambridge South Healthcare Center,CAMBRIDGE SOUTH HEALTHCARE CENTER,CAMBRIDGE SOUTH HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMBRIDGE SOUTH HEALTHCARE CENTER,100
Cambridge South Healthcare Center,CAMBRIDGE SOUTH HEALTHCARE CENTER,CAMBRIDGE SOUTH HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMBRIDGE SOUTH HEALTHCARE CENTER,100
Campbell Personal Care Hm #4,CAMPBELL PERSONAL CARE HM #4,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Campbell Personal Care Hm #4,CAMPBELL PERSONAL CARE HM #4,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Canterbury on the Lake,CANTERBURY ON THE LAKE,CANTERBURY ON THE LAKE,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANTERBURY ON THE LAKE,100
Canterbury on the Lake,CANTERBURY ON THE LAKE,CANTERBURY ON THE LAKE,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANTERBURY ON THE LAKE,100
Caremore Assisted Living,CAREMORE ASSISTED LIVING,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,49
Caremore Assisted Living,CAREMORE ASSISTED LIVING,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,49
Catherine's Place,CATHERINE'S PLACE,CATHERINE'S PLACE,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATHERINE'S PLACE,100
Cedarbrook Of Bloomfield Hills HFA,CEDARBROOK OF BLOOMFIELD HILLS HFA,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Cedarbrook Of Bloomfield Hills HFA,CEDARBROOK OF BLOOMFIELD HILLS HFA,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Cedarbrook Of Rochester,CEDARBROOK OF ROCHESTER,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Cedarbrook Of Rochester,CEDARBROOK OF ROCHESTER,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Cedarbrook of Bloomfield Hills,CEDARBROOK OF BLOOMFIELD HILLS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Cedarbrook of Bloomfield Hills,CEDARBROOK OF BLOOMFIELD HILLS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Chamberlain House,CHAMBERLAIN HOUSE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATHERINE'S PLACE,53
Chamberlain House,CHAMBERLAIN HOUSE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATHERINE'S PLACE,53
Clarkston Specialty Healthcare Center,CLARKSTON SPECIALTY HEALTHCARE CENTER,CLARKSTON SPECIALTY HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARKSTON SPECIALTY HEALTHCARE CENTER,100
Clarkston Specialty Healthcare Center,CLARKSTON SPECIALTY HEALTHCARE CENTER,CLARKSTON SPECIALTY HEALTHCARE CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARKSTON SPECIALTY HEALTHCARE CENTER,100
Clausen Manor,CLAUSEN MANOR,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Clausen Manor,CLAUSEN MANOR,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Courtyard Manor Farmington Hills I,COURTYARD MANOR FARMINGTON HILLS I,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills I,COURTYARD MANOR FARMINGTON HILLS I,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills II,COURTYARD MANOR FARMINGTON HILLS II,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills II,COURTYARD MANOR FARMINGTON HILLS II,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills III,COURTYARD MANOR FARMINGTON HILLS III,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills III,COURTYARD MANOR FARMINGTON HILLS III,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills IV,COURTYARD MANOR FARMINGTON HILLS IV,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor Farmington Hills IV,COURTYARD MANOR FARMINGTON HILLS IV,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Courtyard Manor of Wixom I,COURTYARD MANOR OF WIXOM I,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Courtyard Manor of Wixom I,COURTYARD MANOR OF WIXOM I,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Courtyard Manor of Wixom II,COURTYARD MANOR OF WIXOM II,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Courtyard Manor of Wixom II,COURTYARD MANOR OF WIXOM II,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Courtyard Manor of Wixom III,COURTYARD MANOR OF WIXOM III,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAKLAND MANOR NURSING REHABILITATION CENTER,86
Courtyard Manor of Wixom III,COURTYARD MANOR OF WIXOM III,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAKLAND MANOR NURSING REHABILITATION CENTER,86
Courtyard Manor of Wixom IV,COURTYARD MANOR OF WIXOM IV,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Courtyard Manor of Wixom IV,COURTYARD MANOR OF WIXOM IV,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Cranberry Park Of Milford,CRANBERRY PARK OF MILFORD,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Cranberry Park Of Milford,CRANBERRY PARK OF MILFORD,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLE MANOR REHABILITATION CENTER OF NOVI,86
Evergreen Health & Living Center,EVERGREEN HEALTH AND LIVING CENTER,EVERGREEN HEALTH AND LIVING CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,100
Evergreen Health & Living Center,EVERGREEN HEALTH AND LIVING CENTER,EVERGREEN HEALTH AND LIVING CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,100
Farmington Hills Inn,FARMINGTON HILLS INN,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Farmington Hills Inn,FARMINGTON HILLS INN,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
First & Main of Auburn Hills,FIRST AND MAIN OF AUBURN HILLS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
First & Main of Auburn Hills,FIRST AND MAIN OF AUBURN HILLS,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
First & Main of Bloomfield Township,FIRST AND MAIN OF BLOOMFIELD TOWNSHIP,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
First & Main of Bloomfield Township,FIRST AND MAIN OF BLOOMFIELD TOWNSHIP,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
First & Main of Commerce Township,FIRST AND MAIN OF COMMERCE TOWNSHIP,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
First & Main of Commerce Township,FIRST AND MAIN OF COMMERCE TOWNSHIP,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
Fleischman Residence,FLEISCHMAN RESIDENCE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAHSER HILLS CARE CENTRE,50
Fleischman Residence,FLEISCHMAN RESIDENCE,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAHSER HILLS CARE CENTRE,50
Fox Run Village,FOX RUN VILLAGE,FOX RUN VILLAGE,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX RUN VILLAGE,100
Fox Run Village,FOX RUN VILLAGE,FOX RUN VILLAGE,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX RUN VILLAGE,100
Freedom Haven,FREEDOM HAVEN,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST HICKORY HAVEN,53
Freedom Haven,FREEDOM HAVEN,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST HICKORY HAVEN,53
Grace Senior Living,GRACE SENIOR LIVING,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,86
Grace Senior Living,GRACE SENIOR LIVING,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVERGREEN HEALTH AND LIVING CENTER,86
Greenfield Rehab & Nursing Center,GREENFIELD REHABILITATION AND NURSING CENTER,GREENFIELD REHABILITATION AND NURSING CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENFIELD REHABILITATION AND NURSING CENTER,100
Greenfield Rehab & Nursing Center,GREENFIELD REHABILITATION AND NURSING CENTER,GREENFIELD REHABILITATION AND NURSING CENTER,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENFIELD REHABILITATION AND NURSING CENTER,100
Heartland Health Care Center - Oakland,HEARTLAND HEALTH CARE CENTER - OAKLAND,HEARTLAND HEALTH CARE CENTER - OAKLAND,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - OAKLAND,100
Heartland Health Care Center - Oakland,HEARTLAND HEALTH CARE CENTER - OAKLAND,HEARTLAND HEALTH CARE CENTER - OAKLAND,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - OAKLAND,100
Heather Pines,HEATHER PINES,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATHERINE'S PLACE,60
Heather Pines,HEATHER PINES,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATHERINE'S PLACE,60
Irvine Neuro Rehabilitation Center,IRVINE NEURO REHABILITATION CENTER,,20201112,MI,OAKLAND,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAUMONT REHABILITATION AND CONTINUING CARE - FARMINGTON HILLS,86
