,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Geolocation
19950,05/31/2020,675823,NORMANDY TERRACE NURSING & REHABILITATION CENTER,841 RICE RD,SAN ANTONIO,TX,78220.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,320.0,120.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-98.403987 29.409100999999996)
19951,05/31/2020,675801,GILMER NURSING AND REHABILITATION LP,703 TITUS STREET,GILMER,TX,75644.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,59.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-94.944435 32.734185)
19953,05/31/2020,375492,HOMESTEAD OF HUGO,1001 HERITAGE WAY,HUGO,OK,74743.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,124.0,49.0,Y,Y,Y,N,0.0,0.0,0.0,6.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.486683 33.995549)
19954,05/31/2020,335655,MIDDLETOWN PARK REHAB & HEALTH CARE CENTER,121 DUNNING ROAD,MIDDLETOWN,NY,10940.0,Y,Y,2.0,11.0,0.0,80.0,1.0,37.0,4.0,47.0,4.0,16.0,230.0,146.0,Y,Y,Y,N,12.0,58.0,2.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,547.9,109.6,20.0,POINT (-74.38202 41.451896)
19959,05/31/2020,365734,WEXFORD PLACE INC.,3889 EAST GALBRAITH ROAD,CINCINNATI,OH,45236.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,30.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,,,,,0.0,0.0,,POINT (-84.40399 39.208797)
19960,05/31/2020,445197,"QUINCE NURSING AND REHABILITATION CENTER, L L C",6733 QUINCE ROAD,MEMPHIS,TN,38119.0,N,,0.0,0.0,0.0,22.0,0.0,30.0,0.0,8.0,0.0,8.0,,,,,,,0.0,15.0,0.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,36.4,POINT (-89.838821 35.06611800000001)
19961,05/31/2020,395231,HERMITAGE NURISNG AND REHABILITATION,500 CLARKSVILLE ROAD,HERMITAGE,PA,16148.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,89.0,N,N,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,,,,,0.0,0.0,,POINT (-80.468922 41.240436)
19962,05/31/2020,525489,NEWCARE,903 MAIN AVE  PO BOX 460,CRIVITZ,WI,54114.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-88.010135 45.232402)
19965,05/31/2020,455718,PEBBLE CREEK NURSING CENTER,11608 SCOTT SIMPSON DR,EL PASO,TX,79936.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,120.0,97.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-106.301029 31.746124000000002)
19966,05/31/2020,415099,CRYSTAL LAKE REHABILITATION AND CARE CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,2859.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.681005 41.936623)
19969,05/31/2020,375238,FOUR SEASONS REHABILITATION & CARE,1212 FOUR SEASONS DRIVE,DURANT,OK,74701.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.387564 34.010798)
19978,05/31/2020,495389,"ENVOY OF WINCHESTER, LLC",110 LAUCK DR,WINCHESTER,VA,22603.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.167376 39.206263)
19979,05/31/2020,335006,KATHERINE LUTHER RESIDENTIAL HLTH CARE & REHAB,110 UTICA ROAD,CLINTON,NY,13323.0,Y,Y,4.0,52.0,0.0,1.0,0.0,2.0,3.0,9.0,0.0,0.0,266.0,223.0,Y,N,Y,N,6.0,15.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,4.5,0.0,0.0,POINT (-75.365147 43.056536)
19980,05/31/2020,505260,FORT VANCOUVER POST ACUTE,8507 NORTHEAST 8TH WAY,VANCOUVER,WA,98664.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,86.0,26.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-122.58544699999999 45.626842)
19983,05/31/2020,395892,"GROVE AT LATROBE, THE",576 FRED ROGERS DRIVE,LATROBE,PA,15650.0,Y,Y,1.0,4.0,0.0,33.0,0.0,0.0,0.0,17.0,0.0,8.0,107.0,87.0,Y,N,Y,N,0.0,14.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,379.3,92.0,24.2,POINT (-79.358789 40.285046)
19984,05/31/2020,395838,FOXDALE VILLAGE,500 E. MARYLYN AVENUE,STATE COLLEGE,PA,16801.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,46.0,41.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-77.83913900000002 40.783602)
19985,05/31/2020,515141,MEADOWVIEW MANOR,41 CRESTVIEW TERRACE,BRIDGEPORT,WV,26330.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,60.0,56.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-80.267866 39.302073)
19991,05/31/2020,676029,LEGEND OAKS HEALTH AND REHABILITATION - EULESS,900 WESTPARK WAY,EULESS,TX,76040.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140.0,79.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-97.12329 32.825052)
19993,05/31/2020,515169,VALLEY CENTER,1000 LINCOLN DRIVE,SOUTH CHARLESTON,WV,25309.0,Y,Y,0.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,130.0,116.0,Y,N,Y,N,0.0,0.0,3.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,8.6,0.0,0.0,POINT (-81.750425 38.343958)
19994,05/31/2020,555235,SETON MEDICAL CENTER D/P SNF,1900 SULLIVAN AVENUE,DALY CITY,CA,94015.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-122.47291 37.680315)
19995,05/31/2020,365997,PARKVUE HEALTH CARE CENTER,3800 BOARDWALK BLVD,SANDUSKY,OH,44870.0,Y,Y,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,75.0,Y,Y,Y,N,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-82.65830800000002 41.41021400000001)
19999,05/31/2020,345119,NORTHCHASE NURSING AND REHABILITATION CENTER,3015 ENTERPRISE DRIVE,WILMINGTON,NC,28405.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,105.0,Y,N,Y,N,1.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-77.875136 34.306682)
20001,05/31/2020,395834,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,600 WEST VALLEY FORGE ROAD,KING OF PRUSSIA,PA,19406.0,Y,Y,3.0,7.0,3.0,7.0,0.0,16.0,1.0,2.0,0.0,1.0,170.0,123.0,Y,N,Y,N,0.0,0.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,56.9,8.1,14.3,POINT (-75.39379600000001 40.103045)
20002,05/31/2020,335314,WELLS NURSING HOME INC,201 W MADISON AVENUE,JOHNSTOWN,NY,12095.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,Y,Y,Y,N,2.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-74.375382 43.000988)
20003,05/31/2020,365780,HEARTLAND OF MARIETTA,5001 STATE ROUTE 60,MARIETTA,OH,45750.0,Y,Y,0.0,0.0,0.0,49.0,0.0,0.0,0.0,21.0,1.0,16.0,99.0,52.0,Y,Y,Y,N,0.0,17.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,942.3,307.7,32.7,POINT (-81.46711 39.47101)
20005,05/31/2020,515170,SUMMERS NURSING AND REHABILITATION CENTER,198 JOHN COOK NURSING HOME ROAD,HINTON,WV,25951.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,93.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
20006,05/31/2020,366323,WAYSIDE FARM INC,4557 QUICK RD,PENINSULA,OH,44264.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-81.510865 41.195452)
20010,05/31/2020,555153,ESKATON CARE CENTER FAIR OAKS,11300 FAIR OAKS BLVD.,FAIR OAKS,CA,95628.0,Y,Y,2.0,9.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,149.0,118.0,Y,Y,N,N,0.0,0.0,0.0,35.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,25.4,8.5,33.3,POINT (-121.264346 38.65728)
20012,05/31/2020,676142,SENIOR SUITE CARE & REHAB LLC,983 N TEXAS STREET,EMORY,TX,75440.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.76171600000002 32.882067)
20013,05/31/2020,345267,"BLADEN EAST HEALTH AND REHAB, LLC",804 S POPLAR STREET,ELIZABETHTOWN,NC,28337.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,61.0,Y,N,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-78.61075 34.620647)
20018,05/31/2020,335309,STEUBEN CENTER FOR REHABILITATION AND HEALTHCARE,7009 RUMSEY STREET EXTENSION,BATH,NY,14810.0,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,102.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,,,,,,,,,,,,,N,,,,,0.0,0.0,,POINT (-77.29277 42.349954)
20019,05/31/2020,505455,JUDSON PARK HEALTH CENTER,23620 MARINE VIEW DRIVE SOUTH,DES MOINES,WA,98198.0,Y,Y,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,96.0,84.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-122.323806 47.389194)
20023,05/31/2020,345297,SCOTIA VILLAGE-SNF,2200 ELM DRIVE,LAURINBURG,NC,28352.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,58.0,52.0,Y,N,Y,N,1.0,2.0,1.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-79.487902 34.734237)
20024,05/31/2020,365996,OHIO LIVING SWAN CREEK,1650 SWAN CREEK LANE,TOLEDO,OH,43614.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,30.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-83.669527 41.609404)
20027,05/31/2020,495185,WAVERLY HEALTH AND REHABILITATION CENTER,456 E MAIN ST,WAVERLY,VA,23890.0,Y,Y,0.0,0.0,1.0,40.0,0.0,0.0,2.0,4.0,2.0,4.0,120.0,77.0,Y,Y,Y,Y,19.0,38.0,0.0,24.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,519.5,51.9,10.0,POINT (-77.078723 37.038699)
20029,05/31/2020,495038,MANASSAS HEALTH AND REHAB CENTER,8575 RIXLEW LANE,MANASSAS,VA,20109.0,Y,Y,0.0,0.0,4.0,9.0,5.0,23.0,0.0,3.0,0.0,2.0,120.0,99.0,Y,Y,Y,N,0.0,0.0,1.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,90.9,20.2,22.2,POINT (-77.50255 38.77161)
20033,05/31/2020,555443,HI-DESERT MEDICAL CENTER D/P SNF,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252.0,N,,0.0,4.0,0.0,14.0,0.0,2.0,0.0,19.0,0.0,2.0,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,14.3,POINT (-116.27670900000001 34.132676)
20037,05/31/2020,675592,C C YOUNG MEMORIAL HOME,4829 W LAWTHER DR,DALLAS,TX,75214.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.730283 32.85426)
20039,05/31/2020,555035,PARK ANAHEIM HEALTHCARE CENTER,3435 W BALL ROAD,ANAHEIM,CA,92804.0,N,,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,0.0,5.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,POINT (-118.00980600000001 33.817265)
20041,05/31/2020,465174,FAIRFIELD VILLAGE REHABILITATION,1203 NORTH FAIRFIELD ROAD,LAYTON,UT,84041.0,Y,Y,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,28.0,Y,Y,Y,N,0.0,0.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-111.950182 41.077246)
20042,05/31/2020,315276,MILFORD MANOR,69 MAPLE ROAD,WEST MILFORD,NJ,7480.0,Y,Y,2.0,2.0,0.0,1.0,0.0,0.0,2.0,28.0,0.0,19.0,120.0,78.0,Y,N,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.8,243.6,1900.0,POINT (-74.388252 41.065231)
20044,05/31/2020,355031,"MINOT HEALTH AND REHAB, LLC",600 S MAIN ST,MINOT,ND,58701.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,52.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-101.292863 48.230751)
20047,05/31/2020,515187,PRINCETON HEALTH CARE CENTER,315 COURTHOUSE RD.,PRINCETON,WV,24740.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,107.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.11668 37.35402)
20049,05/31/2020,525587,FAIRHAVEN CORPORATION,435 W STARIN RD,WHITEWATER,WI,53190.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,66.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-88.73599 42.839965)
20051,05/31/2020,676434,NORTH HOUSTON TRANSITIONAL CARE,9814 GRANT RD,HOUSTON,TX,77070.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,41.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.564955 29.966963999999997)
20053,05/31/2020,525335,SHAWANO HEALTH SERVICES,1436 S LINCOLN ST,SHAWANO,WI,54166.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,51.0,Y,N,Y,N,1.0,1.0,1.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-88.603563 44.76285800000001)
20054,05/31/2020,365417,COUNTRY CLUB CENTER I,860 IRON AVENUE,DOVER,OH,44622.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,56.0,N,N,N,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10.0,4.0,Y,Y,0.0,0.0,,POINT (-81.453135 40.514547)
20055,05/31/2020,555702,THE ORCHARDS POST-ACUTE,730 34 STREET,BAKERSFIELD,CA,93301.0,N,,0.0,1.0,0.0,5.0,0.0,100.0,0.0,1.0,0.0,1.0,,,,,,,0.0,7.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,POINT (-119.00986999999999 35.390482)
20058,05/31/2020,315483,PLAZA HEALTHCARE & REHABILITATION CENTER,456 RAHWAY AVENUE,ELIZABETH,NJ,7202.0,Y,Y,0.0,0.0,0.0,39.0,0.0,0.0,0.0,26.0,0.0,18.0,,,,,,,0.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,46.2,POINT (-74.228005 40.657122)
20059,05/31/2020,455970,RIVER VALLEY HEALTH & REHABILITATION CENTER,1907 REFINERY RD,GAINESVILLE,TX,76240.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,36.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-97.153451 33.644421)
20063,05/31/2020,355064,BENEDICTINE LIVING CENTER OF GARRISON,609 4TH AVE NE,GARRISON,ND,58540.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-101.40853 47.65522500000001)
20066,05/31/2020,555335,VALLEY MEMORIAL HOSPITAL SNF,1111 E STANLEY BOULEVARD,LIVERMORE,CA,94550.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-121.782683 37.678767)
20075,05/31/2020,445076,"NHC HEALTHCARE, MCMINNVILLE",928 OLD SMITHVILLE RD,MC MINNVILLE,TN,37110.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,115.0,104.0,Y,N,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,,POINT (-85.787712 35.701012)
20076,05/31/2020,676260,THE MERIDIAN,2228 SEAWALL BLVD,GALVESTON,TX,77550.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-94.787647 29.290437)
20077,05/31/2020,335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580.0,Y,Y,3.0,93.0,0.0,55.0,0.0,0.0,0.0,21.0,0.0,14.0,120.0,56.0,Y,N,Y,N,1.0,49.0,0.0,2.0,0.0,2.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,982.1,250.0,25.5,POINT (-73.68572 40.68167400000001)
20079,05/31/2020,395777,SUGAR CREEK STATION SKILLED NURSING AND REHABILITA,351 CAUSEWAY DRIVE,FRANKLIN,PA,16323.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148.0,107.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-79.887624 41.421551)
20080,05/31/2020,395462,BROOKMONT HEALTHCARE CENTER LLC,510 BROOKMONT DRIVE,EFFORT,PA,18330.0,Y,Y,0.0,0.0,0.0,0.0,10.0,15.0,1.0,1.0,0.0,0.0,119.0,98.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-75.42736700000002 40.923512)
20083,05/31/2020,675700,BROOKSHIRE RESIDENCE AND REHABILITATION CENTER,710 HWY 359 S,BROOKSHIRE,TX,77423.0,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,64.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-98.423446 27.592148)
20084,05/31/2020,395560,MASONIC VILLAGE AT ELIZABETHTOWN,ONE MASONIC DRIVE,ELIZABETHTOWN,PA,17022.0,Y,Y,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,453.0,403.0,Y,N,Y,N,0.0,0.0,5.0,68.0,0.0,0.0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
20086,05/31/2020,365862,THE PINES HEALTHCARE CENTER,3015 17TH STREET NW,CANTON,OH,44708.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,80.0,63.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.406973 40.817629000000004)
20087,05/31/2020,495422,DOCKSIDE HEALTH & REHAB CENTER,74 MIZPAH ROAD,LOCUST HILL,VA,23092.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,83.0,Y,N,Y,N,0.0,0.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-76.508263 37.60883)
20088,05/31/2020,455565,PALESTINE HEALTHCARE CENTER,1816 TILE FACTORY RD,PALESTINE,TX,75801.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,69.0,Y,Y,Y,N,0.0,0.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.67645600000002 31.732070000000004)
20089,05/31/2020,365674,ARBORS AT MINERVA,400 CAROLYN COURT,MINERVA,OH,44657.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,56.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.115078 40.7201)
